rOperationCode,rDocNumber,Invoice_No,Tax_BASE,Tax_CPFM,Tax_difference,Total_Amt_BASE,Total_Amt_CPFM,Total_Amt_difference
110279,27945066000742,5512023032234,361.93,342.83,19.1,5532.33,5240.43,291.9
