Branch account,Format,Store_No,Store_Name,Invoice_No_BASE,PO,Invoice_Date_BASE,Tax_BASE,Exc_Vat,Total_Amt_BASE,Business Place,Net due date,rOperationCode,rOperation_name,rDocNumber,rOrderDate,rCV_name,Invoice_No_CPFM,Invoice_Date_CPFM,rSumNett,Tax_CPFM,Total_Amt_CPFM,INV.no Check,Inv. Date Check,ExcludeVAT_diff,VAT_diff,IncludeVAT_diff
509307327,CPFM,4202,รินทร์ทอง,1431081002,136344066001581,2023-11-01,188.7,2695.69,2884.39,9,2024-01-05,111363,CP Fresh Mart - รินทร์ทอง,136345066001549,01/11/2566,บริษัท ไทยน้ำทิพย์ คอร์ปอเรชั่น จำกัด,1431081002,2023-11-01,2676.98,207.41,2884.39,True,True,18.71,-18.71,0.0
