rOperationCode,rDocNumber,Invoice_No,Tax_BASE,Tax_CPFM,Tax_difference,Total_Amt_BASE,Total_Amt_CPFM,Total_Amt_difference
111657,165745066001691,7630013984,180.14205607476637,182.32,-2.18,2753.6,2786.9,-33.3
110704,70445066002416,1130829047,99.07878504672898,101.26,-2.18,1514.49,1547.79,-33.3
